CÓDIGO OACI,TIPO,NOME,MUNICÍPIO ATENDIDO,UF,LATITUDE,LONGITUDE,ALTITUDE,OPERAÇÃO,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,DESIGNAÇÃO,COMPRIMENTO,LARGURA,RESISTÊNCIA,SUPERFÍCIE,RAMPA(S) DE APROXIMAÇÃO,FORMATO DA ÁREA DE POUSO,DIMENSÕES,RESISTÊNCIA,SUPERFÍCIE,p1,p2,p3,p4,PORTARIAS,,,,Portaria Nº 291/2016 ,Portaria Nº 2007/2014 e alterações ,OBSERVAÇÃO
SSRU,AERÓDROMO,SÃO LOURENÇO DO SUL,SÃO LOURENÇO DO SUL,RS,31° 23' 0'' S,52° 1' 58'' W,8 m,VFR Diurno,3/21,1100 m,18 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1990-0167,PD1990-0349,0,0,PD1990-0167,PD1990-0349,,,AD,-,-
SSRZ,AERÓDROMO,ROSÁRIO DO SUL,ROSÁRIO DO SUL,RS,30° 16' 39'' S,54° 55' 31'' W,106 m,VFR Diurno,10/28,1200 m,40 m,PCN 8/F/C/Y/U,Saibro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSSB,AERÓDROMO,SÃO BORJA,SÃO BORJA,RS,28° 39' 11'' S,56° 1' 58'' W,75 m,VFR Diurno,6/24,1500 m,30 m,PCN 17/F/C/Y/U,Asfalto,13/31,1050 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,PD1965-0068,0,0,0,PD1965-0068,,,,AD,-,-
SSSC,AERÓDROMO,SANTA CRUZ DO SUL,SANTA CRUZ DO SUL,RS,29° 41' 1'' S,52° 24' 44'' W,197 m,VFR Diurno,8/26,1180 m,18 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0358,0,0,0,PD1985-0358,,,,AD,-,-
SSSD,AERÓDROMO,SOLEDADE,SOLEDADE,RS,28° 51' 47'' S,52° 32' 26'' W,660 m,VFR Diurno,16/34,1300 m,60 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSSG,AERÓDROMO,SÃO GABRIEL,SÃO GABRIEL,RS,30° 20' 42'' S,54° 16' 4'' W,144 m,VFR Diurno,5/23,1100 m,100 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSSQ,AERÓDROMO,ISMAEL NUNES,SÃO JOAQUIM,SC,28° 15' 32'' S,49° 54' 57'' W,1360 m,VFR Diurno,17/35,1050 m,30 m,PCN 7/F/C/Y/U,Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSSS,AERÓDROMO,SÃO FRANCISCO DO SUL,SÃO FRANCISCO DO SUL,SC,26° 13' 16'' S,48° 33' 52'' W,15 m,VFR Diurno,18/36,700 m,35 m,"2500 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSST,AERÓDROMO,SANTIAGO,SANTIAGO,RS,29° 12' 54'' S,54° 50' 32'' W,445 m,VFR Diurno,17/35,1340 m,60 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSSZ,AERÓDROMO,SERTANÓPOLIS,SERTANÓPOLIS,PR,23° 3' 43'' S,51° 0' 50'' W,361 m,VFR Diurno,10/28,1000 m,30 m,"5700 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2705-1,0,0,0,PA2015-2705-1,,,,AD,-,-
SSTB,AERÓDROMO,TRÊS BARRAS,TRÊS BARRAS,SC,26° 7' 58'' S,50° 18' 35'' W,780 m,VFR Diurno,3/21,1370 m,18 m,"5000 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSUM,AERÓDROMO,ORLANDO DE CARVALHO,UMUARAMA,PR,23° 47' 57'' S,53° 18' 50'' W,475 m,VFR Diurno/Noturno,4/22,1400 m,30 m,PCN 14/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1980-0005,PA2012-2279,0,0,PD1980-0005,PA2012-2279,,,AP-0,4ª,-
SSUV,AERÓDROMO,JOSÉ CLETO,UNIÃO DA VITÓRIA,PR,26° 13' 54'' S,51° 4' 8'' W,752 m,VFR Diurno,16/34,1000 m,30 m,PCN 14/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1980-0014,0,0,0,PD1980-0014,,,,AP-0,4ª,-
SSVI,AERÓDROMO,ÂNGELO PONZONI,VIDEIRA,SC,27° 0' 0'' S,51° 9' 27'' W,840 m,VFR Diurno,9/27,1460 m,40 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1987-0431,0,0,0,PD1987-0431,,,,AP-0,4ª,-
SSVL,AERÓDROMO,TELÊMACO BORBA (SBTL*),TELÊMACO BORBA,PR,24° 18' 59'' S,50° 39' 8'' W,796 m,VFR Diurno/Noturno,2/20,1800 m,30 m,PCN 24/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1988-0406,PD1995-0171,PA2012-1615,0,PD1988-0406,PD1995-0171,PA2012-1615,,AP-0,4ª,-
SSVN,AERÓDROMO,VERANÓPOLIS,VERANÓPOLIS,RS,28° 56' 6'' S,51° 34' 6'' W,650 m,VFR Diurno,10/28,1150 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSVP,AERÓDROMO,SANTA VITÓRIA DO PALMAR,SANTA VITÓRIA DO PALMAR,RS,33° 30' 8'' S,53° 20' 39'' W,25 m,VFR Diurno,11/29,900 m,60 m,PCN 8/F/C/Y/U,Saibro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSVV,AERÓDROMO,POLO TURÍSTICO DE JERICOACOARA,CRUZ,CE,2° 54' 24'' S,40° 21' 29'' W,27 m,VFR Diurno/Noturno,8/26,2200 m,45 m,PCN 62/F/B/W/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2016-0464,0,0,0,PA2016-0464,,,,AD,-,-
SSWF,AERÓDROMO,FREDERICO WESTPHALEN,FREDERICO WESTPHALEN,RS,27° 20' 52'' S,53° 24' 9'' W,566 m,VFR Diurno,14/32,740 m,30 m,"2000 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1970-0048,0,0,0,PD1970-0048,,,,AD,-,-
SSWS,AERÓDROMO,CAÇAPAVA DO SUL,CAÇAPAVA DO SUL,RS,30° 32' 58'' S,53° 27' 33'' W,400 m,VFR Diurno,8/26,1200 m,60 m,PCN 8/F/C/Y/U,Terra,17/35,820 m,100 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSXD,AERÓDROMO,SARANDI,SARANDI,RS,27° 58' 52'' S,52° 51' 49'' W,620 m,VFR Diurno,14/32,1200 m,60 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSXX,AERÓDROMO,MUNICIPAL JOÃO WINCKLER,XANXERÊ,SC,26° 52' 32'' S,52° 22' 23'' W,910 m,VFR Diurno,18/36,760 m,45 m,"4000 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1972-0072,0,0,0,PD1972-0072,,,,AD,-,-
SSYA,AERÓDROMO,AVELINO VIEIRA,ARAPOTI,PR,24° 6' 15'' S,49° 47' 26'' W,805 m,VFR Diurno,5/23,1400 m,23 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1988-0101COMAR,0,0,0,PD1988-0101COMAR,,,,AP-0,4ª,-
SSZR,AERÓDROMO,SANTA ROSA,SANTA ROSA,RS,27° 54' 32'' S,54° 31' 20'' W,300 m,VFR Diurno/Noturno,7/25,1200 m,30 m,PCN 8/F/A/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-0851A,0,0,0,PD2004-0851A,,,,AP-0,4ª,-
SSZS,AERÓDROMO,MUNICIPAL DE CENTENÁRIO DO SUL,CENTENÁRIO DO SUL,PR,22° 49' 51'' S,51° 36' 13'' W,485 m,VFR Diurno,9/27,1200 m,100 m,"2500 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SSZW,AERÓDROMO,COMANDANTE ANTONIO AMILTON BERALDO,PONTA GROSSA,PR,25° 11' 4'' S,50° 8' 38'' W,789 m,VFR Diurno/Noturno,8/26,1430 m,30 m,PCN 8/F/B/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2014-2694,0,0,0,PA2014-2694,,,,AP-0,4ª,-
SWAN,AERÓDROMO,ARENÁPOLIS,ARENÁPOLIS,MT,14° 30' 1'' S,57° 1' 2'' W,405 m,VFR Diurno,18/36,650 m,40 m,"2500 kg / 0,5 MPa",Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWAY,AERÓDROMO,ARAGUAIANA,ARAGUAIANA,MT,15° 43' 26'' S,51° 50' 11'' W,303 m,VFR Diurno,1/19,1000 m,50 m,"2500 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWBA,AERÓDROMO,BURITI ALEGRE,BURITI ALEGRE,GO,18° 7' 32'' S,49° 2' 34'' W,868 m,VFR Diurno,16/34,1200 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1950-0300,0,0,0,PD1950-0300,,,,AD,-,-
SWBC,AERÓDROMO,BARCELOS,BARCELOS,AM,0° 58' 51'' S,62° 55' 8'' W,34 m,VFR Diurno,9/27,1200 m,30 m,PCN 6/F/B/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1982-0039,0,0,0,PD1982-0039,,,,AP-1,-,-
SWBE,AERÓDROMO,WALFRIDO SAMITO DE ALMEIDA,SÃO BENEDITO,CE,4° 3' 0'' S,40° 53' 0'' W,884 m,VFR Diurno/Noturno,10/28,1500 m,30 m,PCN 12/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-2111,0,0,0,PA2013-2111,,,,AD,-,-
SWBG,AERÓDROMO,PONTES E LACERDA,PONTES E LACERDA,MT,15° 11' 36'' S,59° 23' 7'' W,247 m,VFR Diurno,1/19,1500 m,30 m,PCN 8/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2009-0181,0,0,0,PA2009-0181,,,,AD,-,-
SWBH,AERÓDROMO,BREJINHO DE NAZARÉ,BREJINHO DE NAZARÉ,TO,11° 1' 1'' S,48° 36' 2'' W,265 m,VFR Diurno,14/32,800 m,99 m,"2500 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWBI,AERÓDROMO,BARREIRINHA,BARREIRINHA,AM,2° 47' 46'' S,57° 3' 22'' W,21 m,VFR Diurno,8/26,1200 m,27 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2005-1107,0,0,0,PD2005-1107,,,,AD,-,-
SWBR,AERÓDROMO,BORBA,BORBA,AM,4° 24' 31'' S,59° 35' 52'' W,90 m,VFR Diurno,12/30,1200 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWCA,AERÓDROMO,CARAUARI,CARAUARI,AM,4° 52' 43'' S,66° 53' 44'' W,108 m,VFR Diurno,4/22,1665 m,18 m,PCN 12/F/C/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AP-1,4ª,-
SWCB,AERÓDROMO,CAMPOS BELOS,CAMPOS BELOS,GO,13° 0' 32'' S,46° 46' 29'' W,670 m,VFR Diurno,11/29,1200 m,20 m,"2500 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWCQ,AERÓDROMO,COSTA MARQUES,COSTA MARQUES,RO,12° 25' 18'' S,64° 15' 6'' W,169 m,VFR Diurno,1/19,1495 m,20 m,PCN 8/F/B/Y/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1985-0317,0,0,0,PD1985-0317,,,,AD,-,-
SWCV,AERÓDROMO,CASALVASCO,VILA BELA DA SANTÍSSIMA TRINDADE,MT,15° 29' 22'' S,60° 5' 8'' W,206 m,VFR Diurno,1/19,1050 m,30 m,"5300 kg / 0,5 MPa",Grama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWCW,AERÓDROMO,CAVALCANTE,CAVALCANTE,GO,13° 45' 58'' S,47° 25' 43'' W,800 m,VFR Diurno,5/23,1000 m,99 m,"2500 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWCZ,AERÓDROMO,CERES,CERES,GO,15° 20' 41'' S,49° 36' 17'' W,598 m,VFR Diurno,15/33,1200 m,23 m,"2500 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-2624,0,0,0,PA2013-2624,,,,AD,-,-
SWDM,AERÓDROMO,DIAMANTINO,DIAMANTINO,MT,14° 22' 37'' S,56° 24' 2'' W,450 m,VFR Diurno,15/33,1480 m,18 m,PCN 13/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0423,0,0,0,PD1995-0423,,,,AD,-,-
SWDN,AERÓDROMO,DIANÓPOLIS,DIANÓPOLIS,TO,11° 37' 1'' S,46° 51' 2'' W,610 m,VFR Diurno,10/28,1270 m,30 m,PCN 13/F/B/Y/U,Cascalho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWEI,AERÓDROMO,EIRUNEPÉ,EIRUNEPÉ,AM,6° 38' 15'' S,69° 52' 59'' W,126 m,VFR Diurno,16/34,1600 m,30 m,PCN 30/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1979-0082,0,0,0,PD1979-0082,,,,AP-1,-,-
SWEK,AERÓDROMO,CANARANA,CANARANA,MT,13° 34' 28'' S,52° 16' 14'' W,400 m,VFR Diurno,18/36,1040 m,27 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1992-0397,0,0,0,PD1992-0397,,,,AD,-,-
SWFN,AERÓDROMO,FLORES,MANAUS,AM,3° 4' 22'' S,60° 1' 16'' W,62 m,VFR Diurno,11/29,830 m,30 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1999-0817,0,0,0,PD1999-0817,,,,AD,-,-
SWFR,AERÓDROMO,FORMOSA,FORMOSA,GO,15° 33' 22'' S,47° 20' 43'' W,965 m,VFR Diurno,5/23,1400 m,30 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2307,0,0,0,PA2015-2307,,,,AD,-,-
SWFX,AERÓDROMO,SÃO FÉLIX DO ARAGUAIA,SÃO FÉLIX DO ARAGUAIA,MT,11° 37' 55'' S,50° 41' 18'' W,198 m,VFR Diurno,12/30,1100 m,25 m,PCN 10/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1997-0887,0,0,0,PD1997-0887,,,,AD,-,-
SWGI,AERÓDROMO,GURUPI,GURUPI,TO,11° 44' 21'' S,49° 7' 56'' W,350 m,VFR Diurno/Noturno,12/30,1700 m,30 m,PCN 13/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2006-0675,0,0,0,PA2006-0675,,,,AP-0,4ª,-
SWGN,AERÓDROMO,ARAGUAÍNA,ARAGUAÍNA,TO,7° 13' 42'' S,48° 14' 27'' W,235 m,VFR Diurno/Noturno,9/27,1804 m,45 m,PCN 44/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2236,0,0,0,PA2015-2236,,,,AP-1,4ª,-
SWHG,AERÓDROMO,SANTA HELENA DE GOIÁS,SANTA HELENA DE GOIÁS,GO,17° 53' 2'' S,50° 34' 2'' W,485 m,VFR Diurno,14/32,1000 m,20 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1987-0484,0,0,0,PD1987-0484,,,,AD,-,-
SWHP,AERÓDROMO,OLHOS D'ÁGUA,ÁGUA BOA,MT,14° 1' 10'' S,52° 9' 8'' W,459 m,VFR Diurno/Noturno,3/21,1627 m,18 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2013-2444,0,0,0,PA2013-2444,,,,AD,-,-
SWHT,AERÓDROMO,FRANCISCO CORREA DA CRUZ,HUMAITÁ,AM,7° 32' 1'' S,63° 3' 2'' W,70 m,VFR Diurno,14/32,1200 m,45 m,PCN 7/F/B/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1965-0149,0,0,0,PD1965-0149,,,,AP-1,-,-
SWIA,AERÓDROMO,IACIARA,IACIARA,GO,14° 6' 23'' S,46° 40' 10'' W,565 m,VFR Diurno,17/35,1500 m,25 m,PCN 6/F/B/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1950-0150,0,0,0,PD1950-0150,,,,AD,-,-
SWII,AERÓDROMO,IPIRANGA,SANTO ANTÔNIO DO IÇÁ,AM,2° 56' 1'' S,69° 41' 41'' W,40 m,VFR Diurno,1/19,1500 m,30 m,PCN 13/R/C/W/U,Concreto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2011-1806,0,0,0,PA2011-1806,,,,AD,-,-
SWIP,AERÓDROMO,IPAMERI,IPAMERI,GO,17° 41' 14'' S,48° 9' 43'' W,832 m,VFR Diurno,4/22,1105 m,30 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1995-0149,0,0,0,PD1995-0149,,,,AD,-,-
SWIQ,AERÓDROMO,MINAÇU,MINAÇU,GO,13° 33' 2'' S,48° 12' 2'' W,427 m,VFR Diurno/Noturno e IFR Diurno,5/23,1275 m,30 m,PCN 7/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2004-1039,PA2011-2418,0,0,PD2004-1039,PA2011-2418,,,AD,-,-
SWJN,AERÓDROMO,JUÍNA,JUÍNA,MT,11° 25' 10'' S,58° 42' 6'' W,330 m,VFR Diurno,17/35,1600 m,30 m,"5600 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1984-0309,0,0,0,PD1984-0309,,,,AD,-,-
SWJU,AERÓDROMO,JURUENA,JURUENA,MT,10° 18' 21'' S,58° 29' 22'' W,160 m,VFR Diurno,14/32,1640 m,30 m,"5700 kg / 0,62 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1990-0077,PD1991-0186,0,0,PD1990-0077,PD1991-0186,,,AD,-,-
SWJW,AERÓDROMO,JATAÍ,JATAÍ,GO,17° 49' 48'' S,51° 46' 31'' W,771 m,VFR Diurno/Noturno,13/31,1500 m,23 m,PCN 10/F/B/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1991-0414,0,0,0,PD1991-0414,,,,AD,-,-
SWKC,AERÓDROMO,CÁCERES,CÁCERES,MT,16° 2' 34'' S,57° 37' 47'' W,150 m,VFR Diurno/Noturno,18/36,1285 m,17 m,PCN 9/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1997-0889,0,0,0,PD1997-0889,,,,AD,-,-
SWKO,AERÓDROMO,COARI,COARI,AM,4° 8' 2'' S,63° 7' 52'' W,40 m,VFR Diurno,10/28,1600 m,36 m,PCN 29/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AP-1,4ª,-
SWKQ,AERÓDROMO,SERRA DA CAPIVARA/SÃO RAIMUNDO NONATO,SÃO RAIMUNDO NONATO,PI,9° 4' 58'' S,42° 38' 40'' W,415 m,VFR Diurno/Noturno,16/34,1650 m,45 m,PCN 34/F/B/X/T,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-2098,0,0,0,PA2015-2098,,,,AD,-,-
SWKT,AERÓDROMO,CATALÃO,CATALÃO,GO,18° 13' 1'' S,47° 54' 5'' W,796 m,VFR Diurno/Noturno,17/35,1400 m,30 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2006-0294,0,0,0,PD2006-0294,,,,AD,-,-
SWLB,AERÓDROMO,LÁBREA,LÁBREA,AM,7° 15' 1'' S,64° 47' 2'' W,58 m,VFR Diurno,18/36,1000 m,40 m,PCN 7/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1970-0118,0,0,0,PD1970-0118,,,,AP-1,-,-
SWLC,AERÓDROMO,GENERAL LEITE DE CASTRO,RIO VERDE,GO,17° 50' 5'' S,50° 57' 22'' W,751 m,VFR Diurno/Noturno,3/21,1500 m,30 m,PCN 19/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2015-1270,0,0,0,PA2015-1270,,,,AP-1,-,-
SWME,AERÓDROMO,MINEIROS,MINEIROS,GO,17° 33' 7'' S,52° 33' 22'' W,825 m,VFR Diurno,18/36,1000 m,18 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWML,AERÓDROMO,MONTE ALEGRE DE GOIÁS,MONTE ALEGRE DE GOIÁS,GO,13° 14' 59'' S,46° 52' 17'' W,555 m,VFR Diurno,6/24,900 m,45 m,"2500 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWMW,AERÓDROMO,MAUÉS,MAUÉS,AM,3° 21' 25'' S,57° 42' 44'' W,21 m,VFR Diurno,1/19,1200 m,30 m,PCN 8/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PA2011-1705,0,0,0,PA2011-1705,,,,AD,-,-
SWMX,AERÓDROMO,MORRINHOS,MORRINHOS,GO,17° 45' 57'' S,49° 7' 22'' W,850 m,VFR Diurno,5/23,1085 m,20 m,"5700 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1987-0476,0,0,0,PD1987-0476,,,,AD,-,-
SWNA,AERÓDROMO,NOVO ARIPUANÃ,NOVO ARIPUANÃ,AM,5° 7' 3'' S,60° 21' 52'' W,36 m,VFR Diurno,7/25,1200 m,27 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWNH,AERÓDROMO,ARUANÃ,ARUANÃ,GO,14° 55' 59'' S,51° 2' 54'' W,250 m,VFR Diurno/Noturno,6/24,1300 m,23 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2000-1806,0,0,0,PD2000-1806,,,,AD,-,-
SWNK,AERÓDROMO,NOVO CAMPO,BOCA DO ACRE,AM,8° 50' 1'' S,67° 18' 44'' W,120 m,VFR Diurno,18/36,1600 m,33 m,PCN 19/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1996-0085,0,0,0,PD1996-0085,,,,AD,-,-
SWNM,AERÓDROMO,NORMANDIA,NORMANDIA,RR,3° 51' 59'' N,59° 37' 2'' W,86 m,VFR Diurno,6/24,1000 m,26 m,"2500 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWNO,AERÓDROMO,NOVA OLINDA DO NORTE,NOVA OLINDA DO NORTE,AM,3° 53' 16'' S,59° 4' 42'' W,37 m,VFR Diurno,7/25,1200 m,30 m,PCN 6/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1984-0124,PD1993-0650,0,0,PD1984-0124,PD1993-0650,,,AD,-,-
SWNQ,AERÓDROMO,NIQUELÂNDIA,NIQUELÂNDIA,GO,14° 26' 11'' S,48° 29' 31'' W,840 m,VFR Diurno,2/20,1400 m,50 m,PCN 8/F/B/X/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2001-0908,0,0,0,PD2001-0908,,,,AD,-,-
SWNR,AERÓDROMO,NORTELÂNDIA,NORTELÂNDIA,MT,14° 29' 1'' S,56° 46' 2'' W,445 m,VFR Diurno,15/33,1200 m,20 m,PCN 8/F/C/Y/U,Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWNS,AERÓDROMO,ANÁPOLIS,ANÁPOLIS,GO,16° 21' 45'' S,48° 55' 41'' W,1112 m,VFR Diurno,7/25,1842 m,45 m,PCN 30/F/C/X/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD2002-0076,0,0,0,PD2002-0076,,,,AD,-,-
SWNV,AERÓDROMO,AERÓDROMO NACIONAL DE AVIAÇÃO,GOIÂNIA,GO,16° 37' 41'' S,49° 20' 44'' W,825 m,VFR Diurno,13/31,1100 m,20 m,"5700 kg / 0,5 MPa",Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PD1969-0097,0,0,0,PD1969-0097,,,,AD,-,-
SWOB,AERÓDROMO,FONTE BOA,FONTE BOA,AM,2° 32' 1'' S,66° 4' 2'' W,63 m,VFR Diurno,18/36,1270 m,27 m,PCN 6/F/C/Y/U,Asfalto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
SWOW,AERÓDROMO,MOURA,BARCELOS,AM,1° 28' 1'' S,61° 37' 2'' W,13 m,VFR Diurno,12/30,1100 m,30 m,"2500 kg / 0,5 MPa",Terra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,,,,,AD,-,-
